entrance_epoch_time,exit_epoch_time,trial_id,exit_gate_id,datetime,bird_id,bg1,bg2,fg1,fg2,bird_name,phenotype,sex,mass_g,age_days
1745578308.929875,1745578309.4302409,4,right,2025-04-25T10:51:48Z,20,dark,light,black,black,NA,cfw,male,21.4,1027
1745578320.2506397,1745578320.7513938,4,left,2025-04-25T10:52:00Z,4,dark,light,black,black,Ptarmigan,cfw,female,18.1,1879
1745578328.376937,1745578328.877747,4,right,2025-04-25T10:52:08Z,31,dark,light,black,black,NA,cfw,male,16.8,686
1745579568.7464812,1745579569.246771,4,right,2025-04-25T11:12:48Z,31,dark,light,black,black,NA,cfw,male,16.8,686
1745579724.4852865,1745579724.9864714,3,left,2025-04-25T11:15:24Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745579978.266109,1745579978.7669847,3,left,2025-04-25T11:19:38Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745579989.4752643,1745579989.9760077,3,left,2025-04-25T11:19:49Z,2,light,dark,black,black,Sheep,bc,male,20.8,2496
1745580214.2124972,1745580214.7132523,4,left,2025-04-25T11:23:34Z,7,dark,light,black,black,Left,wt,male,14.7,1633
1745580406.3821878,1745580406.8824906,1,left,2025-04-25T11:26:46Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745581004.535067,1745581005.0358272,2,right,2025-04-25T11:36:44Z,28,dark,light,white,white,Colobus,wt,male,17,988
1745581006.878343,1745581007.378609,2,left,2025-04-25T11:36:46Z,28,dark,light,white,white,Colobus,wt,male,17,988
1745581284.024551,1745581284.525046,2,left,2025-04-25T11:41:24Z,47,dark,light,white,white,Swan,cfw,female,16.7,656
1745581292.3130996,1745581292.8139913,1,left,2025-04-25T11:41:32Z,33,light,dark,white,white,Moth-Man II,pied,male,19.3,685
1745581295.5606377,1745581296.060922,2,right,2025-04-25T11:41:35Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745581324.1239383,1745581324.6246996,2,left,2025-04-25T11:42:04Z,14,dark,light,white,white,Badger,bc,male,20.3,1081
1745581333.494347,1745581333.9952254,1,right,2025-04-25T11:42:13Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745581431.603993,1745581432.1042848,2,right,2025-04-25T11:43:51Z,2,dark,light,white,white,Sheep,bc,male,20.8,2496
1745581440.965007,1745581441.4660325,1,right,2025-04-25T11:44:00Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745581480.6731043,1745581481.1733944,1,left,2025-04-25T11:44:40Z,NA,light,dark,white,white,NA,NA,NA,NA,NA
1745581628.065959,1745581628.5672283,2,right,2025-04-25T11:47:08Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745581676.698676,1745581677.1989634,2,left,2025-04-25T11:47:56Z,NA,dark,light,white,white,NA,NA,NA,NA,NA
1745581824.9994187,1745581825.500167,2,right,2025-04-25T11:50:24Z,20,dark,light,white,white,NA,cfw,male,21.4,1027
1745585377.7113,1745585378.2117565,3,left,2025-04-25T12:49:37Z,42,light,dark,black,black,Tapir,wt,female,18.8,663
1745585382.4262838,1745585382.9270415,3,right,2025-04-25T12:49:42Z,47,light,dark,black,black,Swan,cfw,female,16.7,656
1745585385.7269275,1745585386.2272072,3,left,2025-04-25T12:49:45Z,9,light,dark,black,black,Entrance,cfw,female,19.6,1353
1745585398.353665,1745585398.8546245,4,left,2025-04-25T12:49:58Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745585413.4505863,1745585413.9564707,3,left,2025-04-25T12:50:13Z,1,light,dark,black,black,Cow,wt,male,18.4,2506
1745585789.763191,1745585790.263993,3,left,2025-04-25T12:56:29Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745585875.6769657,1745585876.1778462,4,left,2025-04-25T12:57:55Z,45,dark,light,black,black,Beluga,cfw,male,14.7,656
1745585965.6487534,1745585966.149572,4,left,2025-04-25T12:59:25Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745585968.416265,1745585968.9166024,4,left,2025-04-25T12:59:28Z,NA,dark,light,black,black,NA,NA,NA,NA,NA
1745586783.9394584,1745586784.4397497,7,left,2025-04-25T13:13:03Z,NA,light,light,black,white,NA,NA,NA,NA,NA
1745586905.241882,1745586905.7422824,8,left,2025-04-25T13:15:05Z,2,dark,dark,black,white,Sheep,bc,male,20.8,2496
1745587077.2415743,1745587077.7425458,8,right,2025-04-25T13:17:57Z,52,dark,dark,black,white,Trumpet,cfw,male,20.9,645
1745587284.015879,1745587284.5161607,7,left,2025-04-25T13:21:24Z,8,light,light,black,white,Right,cfw,female,16.7,1390
1745587286.2085378,1745587286.7088768,7,left,2025-04-25T13:21:26Z,25,light,light,black,white,PiedBat,wt,male,18.1,996
1745587417.4846551,1745587417.9849722,7,right,2025-04-25T13:23:37Z,34,light,light,black,white,Orca,wt,female,17.8,684
1745587471.6471174,1745587472.148875,8,left,2025-04-25T13:24:31Z,NA,dark,dark,black,white,NA,NA,NA,NA,NA
1745587482.4424863,1745587482.9427724,8,left,2025-04-25T13:24:42Z,29,dark,dark,black,white,Spadefish,wt,male,17.1,987
1745587681.7779083,1745587682.2787132,7,left,2025-04-25T13:28:01Z,49,light,light,black,white,Huskey,fawn,female,17.3,655
1745588126.5710616,1745588127.0713582,1,right,2025-04-25T13:35:26Z,20,light,dark,white,white,NA,cfw,male,21.4,1027
1745588175.3432944,1745588175.843963,1,right,2025-04-25T13:36:15Z,20,light,dark,white,white,NA,cfw,male,21.4,1027
1745588210.6531584,1745588211.1534436,2,right,2025-04-25T13:36:50Z,20,dark,light,white,white,NA,cfw,male,21.4,1027
1745588241.6045802,1745588242.1048586,1,left,2025-04-25T13:37:21Z,30,light,dark,white,white,Guinness,cfw,female,16.8,1185
1745588244.856915,1745588245.3572476,1,left,2025-04-25T13:37:24Z,22,light,dark,white,white,Zebra,wt,male,19.1,1023
1745588350.0862849,1745588350.5871952,2,left,2025-04-25T13:39:10Z,8,dark,light,white,white,Right,cfw,female,16.7,1390
1745588489.52791,1745588490.0282035,1,left,2025-04-25T13:41:29Z,46,light,dark,white,white,NA,fawn,female,17.7,656
1745588805.860922,1745588806.361218,2,right,2025-04-25T13:46:45Z,3,dark,light,white,white,Magpie,wt,male,NA,1879
1745588830.8041034,1745588831.3044217,1,right,2025-04-25T13:47:10Z,20,light,dark,white,white,NA,cfw,male,21.4,1027
1745589447.2498686,1745589447.7507722,2,right,2025-04-25T13:57:27Z,41,dark,light,white,white,Koala,wt,female,15.8,664
1745590414.5318165,1745590415.032112,4,left,2025-04-25T14:13:34Z,40,dark,light,black,black,Cottonmouth,wt,male,18.3,664
1745590429.3613212,1745590429.8616016,4,right,2025-04-25T14:13:49Z,51,dark,light,black,black,Puffin,wt,male,NA,645
1745590734.426644,1745590734.9269342,3,left,2025-04-25T14:18:54Z,2,light,dark,black,black,Sheep,bc,male,20.8,2496
1745590800.6556776,1745590801.1559696,4,right,2025-04-25T14:20:00Z,54,dark,light,black,black,NA,wt,male,NA,639
1745591287.5589204,1745591288.059249,3,left,2025-04-25T14:28:07Z,NA,light,dark,black,black,NA,NA,NA,NA,NA
1745591479.715572,1745591480.2158616,6,left,2025-04-25T14:31:19Z,4,dark,dark,white,black,Ptarmigan,cfw,female,18.1,1879
1745591517.5589468,1745591518.0592391,5,left,2025-04-25T14:31:57Z,31,light,light,white,black,NA,cfw,male,16.8,686
1745591891.7068963,1745591892.20719,6,left,2025-04-25T14:38:11Z,53,dark,dark,white,black,Porpose,wt,female,NA,639
1745591900.7467988,1745591901.2471416,6,left,2025-04-25T14:38:20Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745591910.3014753,1745591910.8019445,6,left,2025-04-25T14:38:30Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745592228.3328097,1745592228.8331895,6,left,2025-04-25T14:43:48Z,NA,dark,dark,white,black,NA,NA,NA,NA,NA
1745592274.5406373,1745592275.040977,6,left,2025-04-25T14:44:34Z,20,dark,dark,white,black,NA,cfw,male,21.4,1027
